user_input,reference_contexts,reference,synthesizer_name
Waht is an AI lab?,"[""s not exactly this Right. Um I'm trying to build the story from complexity smallest complexity to bigger. Right. So yes, MCP was there. MCP standardizes how the AI applications not necessarily agents. It's any kind of AI applications. I wanted to point out that and then single agent wasn't enough. Then you need multi- aents to communicate. And then there's various patterns that are coming up supervisor pattern network hierarchical and and so on. Then you need a standard for these agents to uh communicate right. This is where the agent to agent protocols are coming up and A2A is one of them. So this evolution will continue right as agents become capable and autonomous more and more. So let's go to the next slide. Okay. So what did we not discuss which is important. So we didn't discuss in detail evaluation of agents which we can touch on the the panel uh discussion. We've discussed uh about guardrails. So that will make sure that agents you know uh when you use agents like certain information is not getting leaked to models and all that. So this was discussed both in the APIM track and the AI lab.""]","An AI lab is a setting where discussions and evaluations about AI agents, including their protocols and guardrails, take place, as mentioned in the context of the APIM track.",single_hop_specific_query_synthesizer
How was APIM discussed in relation to securing autonomous agents?,['. So that will make sure that agents you know uh when you use agents like certain information is not getting leaked to models and all that. So this was discussed both in the APIM track and the AI lab. We also discussed uh securing agents again in the AI lab and uh in the track how to control uh you know because agents are becoming more and more autonomous and they are performing serious tasks right so there has to be a way to secure these agents and make sure that agents can only do what they can do so this is where we are bringing the agent identity into our IM products right so the another topic that is interesting testing is which is kind of becoming important is agents and SLMs which is something that we are also working on uh how to you know fine-tune these SLMs so that agents can work with them and get the level of accuracy that they need to have. So I think that would be it. Uh so and thank you very much. I would like to uh have Heat. Heat. [Music]'],"APIM was discussed in the context of ensuring that certain information is not leaked to models when using agents. This was part of a broader discussion on securing agents, particularly as they become more autonomous and perform serious tasks, necessitating a way to control their actions and secure them effectively.",single_hop_specific_query_synthesizer
Who is Rana Kloff in the context of the panel discussion?,"[""Hello everyone. Okay, so we are just about to get started with the panel. Uh so let me introduce the the panelists. So uh so we have in the panel uh Yad Ahmed right he's the CTO of Arabic AI and our Rana Kloff chief AI officer WSO2 and Alan Shmal did I get that right yeah okay executive vice president platform Vistra and Mahesh uh Saloria head of architecture HSBC uh Canbor general insurance right uh so uh let's start and and thanks for coming for the panel so uh I guess we will get started with you know you give a brief uh intro to what your company is doing and where you are in your AI journey >> sure you can sorry me Okay. So, yeah, my name is Ahmed. I'm the CTO at Arabic AI. So, I have 24 years of experience in the technology and eight of them more closer to the NLP and AI. Uh, Turjim is a 17 years old company. So, uh we started work just as a translation and content generation uh company. In 2016, we ventured more into technology. We invested and uh actually we built like multiple workflow automated system just to do the translation and content uh generation. Uh last month fortunately we got like series A round of $50 million uh announced just for Arabic AI which is the domain that we own and the products that uh we work on. uh mainly we do model fine-tuning which is SLMs most of them uh agentic workflow building and uh and um application layer in some cases. Yeah, this is in a nutshell who I am and what we do. Over to you Rana. >> Hello everyone. I'm Rana Kalaf.""]",Rana Kloff is the Chief AI Officer at WSO2.,single_hop_specific_query_synthesizer
What is Aentic AI used for in Vistra's services?,"[""SLMs most of them uh agentic workflow building and uh and um application layer in some cases. Yeah, this is in a nutshell who I am and what we do. Over to you Rana. >> Hello everyone. I'm Rana Kalaf. I'm the chief AI officer at WSO2. By now you've probably heard a lot about WSO2. So uh I'll just highlight in our AI journey right we have uh two areas we're looking at one is how to accelerate all of you in using our products with embedded agents and co-pilots as well as um how to help you take advantage of AI by infusing it into your application through connectors to models through an agent building framework agent identification and authorization and so on and so forth. Hi everybody. >> Hello. Uh hi Alan here from from Vistra. Um we're a corporate services provider which does things like accounting, payroll, legal entity managements. Um and uh AI for us is two parts. The one part is is our conversational agent that's uh built with Aentic AI frameworks and it's there to do uh three things. Um there for advisory, there for reporting on customer data as well as executing uh workflows such as adding a director to a company may be an example of that. Um so I'd call that those are synchronous um AI systems. The the asynchronous systems are kind of what we use on the back end to process unstructured data.""]","Aentic AI frameworks are used in Vistra's services to build conversational agents that provide advisory, report on customer data, and execute workflows such as adding a director to a company.",single_hop_specific_query_synthesizer
Waht is HSBC's invovlement in the life insurance sector?,"[""ctor to a company may be an example of that. Um so I'd call that those are synchronous um AI systems. The the asynchronous systems are kind of what we use on the back end to process unstructured data. um be it legal documents, be it bank statements, be it uh voice notes um whatever it may be to um to pass that data to structure it and then use it for whatever um needs it may be and eventually we'll probably look to bring those uh two things together at some point. Nice to be you with you all. >> Yeah. Hi everyone. Uh this is Mahesharia. U I represent the Canada HSBC life insurance here. So we are into the life insurance business. Uh so can it is started by the Canra and HSBC banks. So it is a joint venture of both the banks. So Canara is a second largest bank in India and HSBC is a global company. So u so this here we are securing the future of the individuals by providing the insurance and uh we are working on a lot of initiatives. So recently we worked on a uh underwriting co-pilot which is uh kind of a underwriting the risk of any individual and providing the underwriters the assistance so that there is no risk to the company as well as the organization. So we'll discuss in a more details there. Yeah happy to hear. Thank you.""]","HSBC is involved in the life insurance sector through a joint venture with Canara Bank, forming Canada HSBC Life Insurance, which focuses on securing the future of individuals by providing insurance.",single_hop_specific_query_synthesizer
Waht are Rana's thoughts on the evolution of AI development?,"[""y individual and providing the underwriters the assistance so that there is no risk to the company as well as the organization. So we'll discuss in a more details there. Yeah happy to hear. Thank you. So uh so Rana you know when you build these AI uh products you have this initial excitement right you want to deliver this experience then you want to take it to production but this complaints about I mean are these really delivering the business value so what are your thoughts on this how do you uh see this >> yeah that's a great question especially as we look at the evolution of how AI uh development has evolved over time. And if we look at traditional data science teams that are mainly folks that were usually working with Excel files, small data, uh potentially in notebooks and doing things just once as we get into AI and generative AI capability, we get much closer to distributed systems. And then even if you have a model now, you need to connect it to streaming data. You need it to be live. you need potentially real-time responses, latency matters. So all these things are a bit out of the domain of the traditional data scientists. And as we move to AI and the AI scientist um what's been happening now is that building AI applications became really a full team sport. So the model is only playing a small part and especially as we see with generative AI, the foundation models are usually run by uh someone else that and you are just using them.""]","Rana discusses the evolution of AI development by highlighting the shift from traditional data science teams, who primarily worked with Excel files and small data, to the current state where AI and generative AI capabilities require integration with distributed systems. This evolution necessitates connecting models to streaming data for live, real-time responses, which involves considerations like latency. Rana emphasizes that building AI applications has become a collaborative effort, with the model playing only a small part, especially as foundation models are often managed by others.",single_hop_specific_query_synthesizer
How GitHub Copilot help AI teams focus on business needs and not just building plumbing?,"[""lly a full team sport. So the model is only playing a small part and especially as we see with generative AI, the foundation models are usually run by uh someone else that and you are just using them. So what we're really thinking about is how can we really enable building these applications in a way that is scalable that is production ready and making it so that the AI team and the folks working with AI can really focus on the business need that they have and the business data that they have. So that's one part where I think a lot of tools and platforms can really help you so that your team can focus on your core differentiator and not on building plumbing. The other part uh of your question is about how do you check that you're building value and I think that's where it really matters to look at AI as a tool and not as an objective right your objective is not to bring more AI right your objective is to make something faster something better so you need to think about what should you measure and how do you know if these tools are helping or hurting right so one example for examp instance is at one point you know GitHub copilot had a dashboard that you could see for the if you had the enterprise plan you could see how many of your de like are your developers accepting the suggestions from these assistants or not you know are these are these suggestions being accepted and is the code getting committed so there are some ways to measure if you're getting value and I think that's""]","GitHub Copilot can help AI teams focus on business needs by providing tools and platforms that allow the team to concentrate on their core differentiator rather than on building plumbing. This enables the AI team to focus on the business need and the business data they have, rather than on the foundational aspects of AI models.",single_hop_specific_query_synthesizer
Anthropic models good?,"[""m early on in journeys with AI engineers is they will optimize for accuracy first. >> Yeah. >> Because they don't want to get complaints from the users that it's hallucinating and giving a bad answer. >> So they usually go and buy the the biggest and most expensive model that's available on the market and and start with that which is a good place to to start. >> Um but then quickly you realize that there those models are you know inefficient. um there's there's high latency on them. Um and they can also get very expensive quite quickly as as well. Um so for us that was anthropic um great models um very very high quality, great reasoning, you know, very secure all all the stuff you need but they are they are quite expensive um to use and then you start actually asking yourself do you need these heavy models? So with us for the conversational assistants um speed's obviously quite important. It's a synchronous process. Um people want responses quite quickly. So then we start optimizing for reducing latency. And there's quite a bit we could do with the um the agent frameworks to help with that. But um the easiest thing to do was just to drop it down to a smaller model um which is one of their models called a haiku which which is I think their second or third model which is quite good for conversation and actually the accuracy was was was pretty good as as well. We was actually couldn't really notice the difference in terms of uh in terms of reasoning.""]","Anthropic models are described as great models with very high quality, great reasoning, and very secure, but they are quite expensive to use.",single_hop_specific_query_synthesizer
"Rana, what do you think about the challenges in evaluating AI models?","[""not coming into the picture. And what is your retraining period like? Uh >> so we are doing it uh every month and then there is a dependent on the models also uh lot of new uh models are coming right. So we are utilizing for example Jami 2.5 is there then there is a new versions are coming every 6 months now. So it is dependent on like what exactly you are doing. So rather than retraining on the previous model uh it's better to use the latest models and then see the accuracy there. So that's what we are following. Rana, you have any uh feedback on the top? >> Yeah, I I did want to add that uh this brings up a very important question about how do you evaluate your models and their performance and how do what do you do when there's changes to test that the thing still works as expected and this is where there's a lot of effort being put into the research around the agents and generative AI in general because these things are probabilistic. So you call it twice with the same prompt, it comes back with a different answer. So it's very hard to test uh these and you need some methodology or some data set benchmarks and so on to keep making sure that you know especially with the advances so quickly. So if every six months you potentially moving to a new model, >> you want to make sure you didn't lose any of the things that you had working. >> Okay. Yeah. So you have been working on small language model.""]","Rana highlights the importance of evaluating models and their performance, especially when there are changes, to ensure they still work as expected. This involves a lot of research into agents and generative AI, as these systems are probabilistic and can produce different answers to the same prompt. Therefore, methodologies or data set benchmarks are needed to ensure that advancements do not lead to a loss of previously working features.",single_hop_specific_query_synthesizer
What role does Miam play in evaluating AI agents?,"[""valuate this uh this agent >> agent card makes that process easier >> 100% 100% >> okay >> yeah So and you also mentioned about the so where is the data set uh coming is that you mentioned that you generate it to some level and is that uh >> now the data set for uh for the evaluation we synthesize the data set. So if it is a rag for example agent >> you simply take some chunks synthesize some questions getting getting the the accurate answers from bigger model which here it's very important to use the closed source model right so you get the uh the predicted output then you run it over your model and you compare it also with uh with a closed source model right and then actually I saw one of the slides where um it says for example how is it doing in terms of clarity, transparency maybe Miam showed it on uh the on the screen and these are I mean every agent or task has its own metrics >> and there are like lots of uh task now DPAL is one of them or RO or I forgot uh ragas I mean there are lots of out ofthe-box evaluation um phrase framework that you can utilize or you build your own. >> Yeah. >> Yeah. >> Okay. So, since we are running out of time, let's do you know one last sort of a question. So, of course with AI we cannot predict what's going to happen in next 10 years, right? So, in the short term uh how do you see that this is going and what would be the main challenges uh in short term? Let's start with uh Mahesh.""]","Miam is mentioned in the context of evaluating AI agents, specifically in terms of clarity and transparency, as shown on a screen during a presentation.",single_hop_specific_query_synthesizer
How AI changing things?,"[""t predict what's going to happen in next 10 years, right? So, in the short term uh how do you see that this is going and what would be the main challenges uh in short term? Let's start with uh Mahesh. So uh what I believe is like for example everybody is working on a very generic use cases right now right it is going to get domain specific use cases and everything will get stitched together so I think A2A protocols and others will play a lot of uh roles maybe MCPS are coming into the picture so while right now if you are developing something you need to stitch lot of APIs and data sources right and everybody was working on a data lake before right or maybe APIs integration platforms I don't think that's needed it's more about the context you're setting integrating with each other and you are done. So development cycles will reduce lot of business use cases will come into the picture in coming time. Yeah, >> I'm going to give a a non- tech answer to that. I think the the challenge is change management. So I think the technology is moving fast. I think the technology is actually well ahead of what organizations can actually consume. Um at this point I think the actual the big important thing for us is think about the change management. So think about the people think about the processes you know bringing colleagues along on this journey particularly those that are going to get impacted uh from AI I think is is a real real challenge.""]","AI is moving fast and is ahead of what organizations can consume, presenting a challenge in change management, particularly in bringing colleagues along on the journey and considering those impacted by AI.",single_hop_specific_query_synthesizer
Why AI not always accepted?,"[""So think about the people think about the processes you know bringing colleagues along on this journey particularly those that are going to get impacted uh from AI I think is is a real real challenge. So I think that's where there's going to be a lot of focus and resources going forward as to how to um you know how to manage that and there's there's generally kind of two ways to do it. One way you can just push it into the existing organization. The other way is you can create a new organization on the side um and then sort of just lift and shift customers over to that as well as also um you know colleagues and professionals and there's probably a hybrid uh version as well. But you know I think uh you know certainly we we see in our space there's um there's a lot of focus on the tech which is good but sometimes the change management um is not really thought about too much which can be frustrating when you build great tech and then you know it's not um it's not accepted. I think there was a statistic last year and that's something like 15% of successful PC's actually made their way into production. successful PC's >> they actually work fine but they're rejected by the organization at 80% plus of the uh of the the time. So people and processes don't forget that one >> I will leave some for my keynote in an hour. So, but I do want to mention um something that I won't talk about then.""]","AI is not always accepted because while there is a lot of focus on the technology itself, change management is often not considered enough. This can lead to frustration when great technology is built but not accepted by the organization. Statistics show that only about 15% of successful projects actually make their way into production, with over 80% being rejected by the organization.",single_hop_specific_query_synthesizer
What is the futre of AI and how can it be transformational?,"[""0% plus of the uh of the the time. So people and processes don't forget that one >> I will leave some for my keynote in an hour. So, but I do want to mention um something that I won't talk about then. First, nobody knows like if anyone is sure what's going to happen in AI is not it's not going to happen, right? Uh this stuff is moving so quickly. Um and there's been a lot of things that have come out of left field that have completely wiped other things out. I think one really interesting way to think about uh these technologies that we've been discussing quite often is to think about it like electricity right so in the beginning when electricity first came around what people did was on the factory floor they had gas lighting so they just replaced the gas light with an electric light bulb right so that was the first stage of transformation um at that point you couldn't imagine you know that you will be I don't know doing jai and having computers and having robots that do part of the manufacturing and so on and so forth, right? But what could have been done is to think about, okay, now I have this electricity running through my factory floor. How can I reimag what it enables and rethink the work that I do given this capability and that is going to be transformational and I think it will be very disruptive in a good way, right? like things will really accelerate but I think companies that don't think about it that way are going to be much slower.""]","The future of AI is uncertain and rapidly evolving, with many developments coming unexpectedly. A transformational approach to AI is to reimagine and rethink the work enabled by AI capabilities, similar to how electricity transformed industries by enabling new possibilities beyond just replacing existing technologies.",single_hop_specific_query_synthesizer
How does Ra perceive the role of change management in AI adoption?,"[""e transformational and I think it will be very disruptive in a good way, right? like things will really accelerate but I think companies that don't think about it that way are going to be much slower. So I think uh it's about bit related to what you were saying right it's about also the workflows and not just adopt into the workflow but sometimes you have to rethink it and that is going to require a very tight coupling between the technical folks and the subject matter experts in the verticals you know the bankers the lawyers the whoever is your the insurance um what do you call them insurance people um So the biologists etc and and that is going to be a a new thing this soft after engineers won't be able to sit in the side any longer right >> thanks Ra you can conclude >> yes I I second the change management uh thing I told you yesterday Malath I mean users they start to to search for mistakes right even I mean that's why uh they they they don't forgive the machine but they forgive themselves right so this is human. So if if a machine did a mistake, they will thought yeah this will ruin our image or um I mean our I mean deliverables however they do mistakes then it's about sorry just to to fix it and that's it and this is actually by the client too because it's it's risking in a way it's risking uh their position. So uh yeah um adoption is very important and justification because lots of people they they want to enter AI but they don't know what to do.""]","Ra emphasizes the importance of change management in AI adoption, noting that users tend to search for mistakes made by machines and are less forgiving of them compared to human errors. This perception highlights the need for careful management of AI integration to maintain the organization's image and deliverables.",single_hop_specific_query_synthesizer
What is the role of WSO2 in the context of vertical AI?,"[""So a little bit about myself uh I have been uh in this WSO2 solutions team or the business unit we call it for more than 7 years now. I have mainly been focused on the financial sector but now we are I am working on AI and healthcare sector and the other sectors we work on as well. So today we will be discussing on vertical AI. So this whole track has been on vertical stuff. So it has to come to AI, right? So uh talking about vertical AI, what is vertical AI? So before we go into vertical AI, let's get generic AI out of the way. So if you see this picture, you can see like general purpose AI versus vertical AI. Can I get a raise of hands? Anyone who have not used a geni or any new LLM system recently chat GPT Gemini anybody who have not used no right so so general purpose AI has been very common for a long time and we have been using them for our personal work our uh uh our in in in the work we do both personal and business and now we are moving into a age where we move from this general purpose AI which is built for anything and everything to a vertical AI. Imagine having a specific AI for healthcare, legal and financial requirements. So let's go into why is it important to have vertical AI? Why why generic AI doesn't solve all your problems? Especially when you go into like B2B scenarios and also B2C scenarios, consumers want solutions made specific to solve their business needs.""]","The context does not provide specific information about the role of WSO2 in vertical AI. It mentions the speaker's experience with WSO2 solutions and their focus on AI and healthcare sectors, but does not detail WSO2's role in vertical AI.",single_hop_specific_query_synthesizer
What are the advatages of using vertical AI in B2C scenarios?,"[""cal AI? Why why generic AI doesn't solve all your problems? Especially when you go into like B2B scenarios and also B2C scenarios, consumers want solutions made specific to solve their business needs. So in a in this environment where we are inundated with different AI solutions always narrow and specific is well positioned versus broad and generalized and the concept is not new right so if you take even the largest horizontal tech companies they've always verticalized their sales organizations and product features so that they can cater to specific customer needs in those specific domains. For example, as WSO2, we as the solutions team in WSO2 are doing exactly that. So we have our underlying products, our integration, our identity and access management and our API management solutions and we provide vertical solutions on top of that so that we can speak the language of our customers and we can give exact to the point solutions uh like open healthcare, open banking uh areas that we are working on uh with customers. So with vertical AI there are few different advantages that are coming in. The first thing is domain expertise. So with a vertical AI you can deliver precision and relevance in critical applications and also regulatory alignment is a huge factor because if you take especially healthcare financial and legal like domains it's highly regulated.""]","In B2C scenarios, vertical AI offers advantages such as delivering precision and relevance in critical applications and ensuring regulatory alignment, especially in highly regulated domains like healthcare, finance, and legal.",single_hop_specific_query_synthesizer
